,2023-03-01,2023-09-01
Equity Capital,17,17
Reserves,3399,7073
Borrowings,1704,1629
Other Liabilities,1780,388
Total Liabilities,6900,9108
Fixed Assets,317,357
CWIP,0,0
Investments,3543,6375
Other Assets,3040,2375
Total Assets,6900,9108
