,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,16,16,16,16,16,16,19,19,19,19,19,19,19
Reserves,30,41,66,91,105,287,450,489,539,594,523,554,586
Borrowings,11,19,23,22,59,74,33,58,70,101,93,105,113
Other Liabilities,63,67,85,97,87,78,69,80,102,75,105,114,130
Total Liabilities,120,143,190,226,267,455,571,646,730,790,740,793,847
Fixed Assets,21,18,17,13,30,207,211,232,246,247,245,244,243
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,1,5,5,5,5,5,5,5,5,5,5,5,5
Other Assets,99,120,168,208,231,243,355,409,479,538,490,544,598
Total Assets,120,143,190,226,267,455,571,646,730,790,740,793,847
