,2016-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,39,187,135,130,466,166,132
Cash from Investing Activity,-52,-165,-347,-116,-35,-52,-174
Cash from Financing Activity,12,-20,266,8,-390,-179,42
Net Cash Flow,-2,2,53,22,41,-65,0
