,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,32.93,32.97,32.97,32.98
FIIs,6.21,2.76,1.46,1.02
DIIs,13.15,18.76,14.38,13.66
Public,47.71,45.51,51.2,52.32
No. of Shareholders,114476.0,87497.0,88003.0,86225.0
