,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,44,27,83,-34,57,62
Cash from Investing Activity,-30,-30,-43,-5,-28,-197
Cash from Financing Activity,-5,-4,-33,34,-30,131
Net Cash Flow,9,-7,7,-4,-1,-4
