,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,61.0,61,42,77,59,67
Inventory Days,56.0,49,53,67,54,57
Days Payable,64.0,55,45,61,44,58
Cash Conversion Cycle,53.0,55,50,83,68,65
Working Capital Days,50.0,50,39,78,66,62
ROCE %,,17,13,17,17,10
