,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,15.21,14.14,20.17,15.4,18.72,15.76,18.85,15.69,14.73,18.96,26.63,17.53,23.22
Expenses,12.95,11.84,18.75,11.77,13.2,14.89,19.78,14.71,12.9,15.63,23.72,14.62,19.13
Operating Profit,2.26,2.3,1.42,3.63,5.52,0.87,-0.93,0.98,1.83,3.33,2.91,2.91,4.09
OPM %,14.86,16.27,7.04,23.57,29.49,5.52,-4.93,6.25,12.42,17.56,10.93,16.6,17.61
Other Income,4.0,3.54,7.44,4.09,4.96,4.52,4.44,4.3,3.79,3.57,3.87,3.13,2.2
Interest,0.34,0.36,1.55,1.01,1.6,1.49,0.58,0.73,1.26,1.28,1.44,1.03,0.99
Depreciation,0.68,0.59,0.63,0.59,0.65,0.65,0.39,0.59,0.33,0.59,0.6,0.74,0.57
Profit before tax,5.24,4.89,6.68,6.12,8.23,3.25,2.54,3.96,4.03,5.03,4.74,4.27,4.73
Tax %,12.98,8.59,4.49,9.31,1.82,3.08,30.31,3.54,3.97,19.28,14.98,11.94,5.29
Net Profit,4.56,4.47,6.38,5.55,8.08,3.15,1.77,3.82,3.87,4.06,4.03,3.76,4.48
EPS in Rs,1.76,1.73,2.46,2.14,3.12,1.22,0.68,1.48,1.5,1.57,1.56,1.44,1.67
