,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-3.1,-9.18,
Cash from Investing Activity,-1.41,-0.91,
Cash from Financing Activity,6.21,9.43,
Net Cash Flow,1.7000000000000002,-0.66,
