,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9.51,12.91,14.11,14.11
Reserves,1.23,5.07,19.02,18.83
Borrowings,3.47,6.54,5.51,6.71
Other Liabilities,111.7,119.22,114.04,95.21
Total Liabilities,125.91,143.74,152.68,134.86
Fixed Assets,7.17,5.69,6.96,6.4
CWIP,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.28
Other Assets,118.74,138.05,145.72,128.18
Total Assets,125.91,143.74,152.68,134.86
