,2021-03-01,2022-03-01,2023-03-01
Debtor Days,1036.99,845.71,1949.12
Inventory Days,11.36,34.53,25.43
Days Payable,1076.15,887.99,1619.49
Cash Conversion Cycle,-27.8,-7.75,355.06
Working Capital Days,30.89,107.44,446.14
ROCE %,,9.21,
