,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,72,342,342,343,343,343,343,343,343,343,343,343,343
Reserves,613,2930,3068,3105,3710,2988,2997,3155,3391,3848,4437,4336,16845
Borrowings,965,550,490,501,230,273,1002,1620,1775,1030,789,4386,1884
Other Liabilities,436,612,808,786,465,366,2430,2764,2900,3001,3628,4704,16903
Total Liabilities,2086,4435,4709,4735,4748,3970,6772,7882,8409,8222,9197,13768,35975
Fixed Assets,610,612,2152,1987,1020,1117,2289,2252,2360,2321,2274,2454,13530
CWIP,3,4,3,9,15,4,25,47,87,126,259,912,28
Investments,6,82,500,514,2513,1825,353,380,420,489,580,647,4609
Other Assets,1466,3737,2054,2225,1200,1023,4105,5202,5542,5286,6083,9755,17807
Total Assets,2086,4435,4709,4735,4748,3970,6772,7882,8409,8222,9197,13768,35975
