,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.0,3.0,3.0,4.0,10.0,7.0,7.0,10.0,16.0,12.0,20.0,17.0,18
Expenses,0.0,1.0,1.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1
Operating Profit,2.0,2.0,3.0,4.0,-4.0,6.0,6.0,9.0,16.0,12.0,19.0,16.0,18
OPM %,84.0,75.0,81.0,92.0,-39.0,85.0,87.0,94.0,96.0,96.0,97.0,96.0,96
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,2.0,2.0,3.0,4.0,-4.0,6.0,6.0,9.0,15.0,12.0,19.0,16.0,17
Tax %,1.0,-1.0,0.0,1.0,-6.0,23.0,3.0,2.0,2.0,26.0,25.0,25.0,
Net Profit,2.0,2.0,3.0,4.0,-4.0,5.0,6.0,9.0,15.0,9.0,15.0,12.0,13
EPS in Rs,0.9,1.01,1.38,2.04,-2.19,2.58,3.12,4.87,8.22,4.69,7.92,6.64,7.05
