,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.00,0.00,0.00,0.00,0.00,5.44,12.48,8.3,7.55,8.4,7.48,10.41
Inventory Days,,,,,,61.64,112.03,93.67,79.13,88.29,92.0,58.08
Days Payable,,,,,,34.13,82.74,76.93,75.04,92.88,72.12,46.34
Cash Conversion Cycle,0.00,0.00,0.00,0.00,0.00,32.94,41.77,25.03,11.64,3.81,27.37,22.15
Working Capital Days,64422.50,11158.57,706.20,500.19,18.25,6.71,17.81,39.44,22.0,45.91,39.95,29.66
ROCE %,4.92,4.36,1.80,-1.97,-4.36,-3.53,2.2,3.24,6.77,9.68,3.9,11.28
