,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.34,1.34,4.93,7.21,7.21
Reserves,3.47,3.63,1.27,16.61,15.93
Borrowings,5.8,7.3,8.51,4.83,5.29
Other Liabilities,6.43,2.25,6.98,6.49,4.7
Total Liabilities,17.04,14.52,21.69,35.14,33.13
Fixed Assets,0.22,0.16,1.62,1.46,1.81
CWIP,1.52,1.52,0.0,0.0,0.0
Investments,1.04,1.08,0.84,4.34,0.84
Other Assets,14.26,11.76,19.23,29.34,30.48
Total Assets,17.04,14.52,21.69,35.14,33.13
