,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,9.68,13.36,13.36,22.34,9.01
Expenses,8.84,12.66,12.65,21.78,9.44
Operating Profit,0.84,0.7,0.71,0.56,-0.43
OPM %,8.68,5.24,5.31,2.51,-4.77
Other Income,0.03,-0.66,-0.88,0.91,0.86
Interest,0.4,0.4,0.4,0.25,0.31
Depreciation,0.02,0.09,0.09,0.09,0.09
Profit before tax,0.45,-0.45,-0.66,1.13,0.03
Tax %,22.22,-2.22,-1.52,13.27,66.67
Net Profit,0.36,-0.45,-0.67,0.97,0.02
EPS in Rs,0.73,-0.91,-0.93,1.35,0.03
