,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.92,70.93,70.93,70.93,70.93,70.93,70.93
FIIs,2.77,3.06,3.25,3.42,1.89,2.89,3.08
DIIs,8.1,9.27,13.62,13.33,13.78,12.66,12.56
Public,18.21,16.74,12.2,12.32,13.4,13.52,13.44
No. of Shareholders,54387.0,47086.0,37865.0,41547.0,62531.0,64037.0,63396.0
