,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,43.0,51,59,63,56,62,62,63,50
Inventory Days,68.0,72,79,75,68,72,91,103,78
Days Payable,50.0,59,63,71,59,60,80,75,52
Cash Conversion Cycle,61.0,64,75,67,65,73,72,91,77
Working Capital Days,50.0,56,65,72,63,72,76,92,71
ROCE %,,23,26,25,28,24,25,19,24
