,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,41,170,111,145,283,316,365,5,573
Cash from Investing Activity,-26,-59,-43,-54,-166,-149,-166,-82,-141
Cash from Financing Activity,-17,-110,-57,-90,-119,-144,-165,59,-264
Net Cash Flow,-2,0,11,1,-2,23,34,-18,168
