,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-67,20,44,104,144,127,267,254,140,43,745
Cash from Investing Activity,-53,-287,-272,-169,-107,-110,-254,-231,-222,-354,-299
Cash from Financing Activity,121,279,214,67,-37,-17,-12,-22,147,280,-438
Net Cash Flow,1,11,-14,1,-1,0,1,1,65,-31,8
