,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,252.0,403.0,520.0,417.0,579.0,601.0,719.0,699.0,824.0,777.0,892.0,892.0,981.0
Expenses,207.0,327.0,414.0,321.0,448.0,460.0,571.0,549.0,649.0,604.0,698.0,700.0,776.0
Operating Profit,45.0,76.0,106.0,96.0,131.0,141.0,148.0,150.0,175.0,173.0,194.0,192.0,206.0
OPM %,18.0,19.0,20.0,23.0,23.0,24.0,21.0,21.0,21.0,22.0,22.0,22.0,21.0
Other Income,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,4.0
Interest,20.0,22.0,19.0,21.0,21.0,27.0,27.0,26.0,29.0,31.0,34.0,36.0,39.0
Depreciation,25.0,33.0,37.0,39.0,40.0,45.0,46.0,47.0,50.0,49.0,56.0,57.0,61.0
Profit before tax,2.0,23.0,53.0,37.0,71.0,71.0,75.0,77.0,98.0,94.0,106.0,104.0,110.0
Tax %,21.0,34.0,36.0,33.0,38.0,36.0,-12.0,33.0,31.0,35.0,36.0,24.0,25.0
Net Profit,1.0,15.0,34.0,25.0,44.0,45.0,84.0,51.0,67.0,61.0,68.0,79.0,82.0
EPS in Rs,0.09,0.93,2.12,1.54,2.75,2.83,5.24,3.21,4.2,3.81,4.28,4.91,5.0
