,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,,1.6,1.35,-1.57,4.74,7.27,8.09,0.26
Cash from Investing Activity,,,,,-1.37,0.0,-2.05,-3.79,-8.35,-7.2,-0.9
Cash from Financing Activity,,,,,-0.26,2.89,-0.62,-0.58,1.07,-0.49,-0.11
Net Cash Flow,,,,,-0.03,4.24,-4.23,0.37,-0.01,0.39,-0.75
