,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.01,73.01,72.27,72.27,72.27,72.27,72.27
Public,26.99,26.99,27.73,27.72,27.73,27.74,27.73
No. of Shareholders,379.0,50.0,256.0,305.0,306.0,308.0,324.0
