,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,60.17,50.78,48.89,47.75,44.0,41.09,35.73,36.61,27.79,5.78,7.63,12.74,13.68
Expenses,56.39,48.13,45.44,43.34,41.97,36.1,33.28,32.43,25.4,6.07,6.43,15.04,15.08
Operating Profit,3.78,2.65,3.45,4.41,2.03,4.99,2.45,4.18,2.39,-0.29,1.2,-2.3,-1.40
OPM %,6.28,5.22,7.06,9.24,4.61,12.14,6.86,11.42,8.6,-5.02,15.73,-18.05,-10.23
Other Income,0.07,0.23,-0.08,0.04,0.04,0.03,0.02,0.2,0.46,0.0,0.0,-0.34,0.65
Interest,1.96,0.96,0.42,0.52,0.19,0.81,0.66,0.61,0.4,0.38,0.14,0.22,0.41
Depreciation,0.82,0.79,0.76,0.61,0.62,0.66,0.65,0.68,0.68,0.69,0.85,0.46,0.16
Profit before tax,1.07,1.13,2.19,3.32,1.26,3.55,1.16,3.09,1.77,-1.36,0.21,-3.32,-1.32
Tax %,26.17,32.74,32.42,31.02,67.46,17.18,-28.45,18.12,6.78,22.06,123.81,27.11,
Net Profit,0.79,0.76,1.48,2.28,0.41,2.94,1.49,2.53,1.66,-1.06,-0.05,-2.42,-1.43
EPS in Rs,1.32,1.27,2.47,3.81,0.68,4.91,2.49,4.22,2.77,-1.77,-0.08,-4.04,-2.39
