,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.74,0.39,2.76,-3.19
Cash from Investing Activity,-1.03,-1.32,-11.21,-2.38
Cash from Financing Activity,2.05,0.68,13.3,1.49
Net Cash Flow,0.27,-0.25,4.85,-4.08
