,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Promoters,100.0,72.29,72.29,72.29,72.29,72.29
DIIs,0.0,13.31,0.0,0.0,0.0,0.0
Public,0.0,14.4,27.72,27.71,27.7,27.71
No. of Shareholders,8.0,148.0,279.0,389.0,444.0,630.0
