,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,0.33,2.76,3.61,3.61
Reserves,-2.58,-1.15,16.08,18.27
Borrowings,5.7,4.32,3.01,4.89
Other Liabilities,0.78,1.81,8.17,6.94
Total Liabilities,4.23,7.74,30.87,33.71
Fixed Assets,0.33,1.25,11.08,11.21
CWIP,1.02,1.23,1.35,0.96
Investments,0.0,0.0,0.0,0.07
Other Assets,2.88,5.26,18.44,21.47
Total Assets,4.23,7.74,30.87,33.71
