,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,3.02,3.39,15.02,22.72
Expenses,2.0,2.0,9.96,16.79
Operating Profit,1.02,1.39,5.06,5.93
OPM %,33.77,41.0,33.69,26.1
Other Income,0.01,-0.04,0.83,0.2
Interest,0.44,0.38,0.43,0.47
Depreciation,0.08,0.19,1.28,2.69
Profit before tax,0.51,0.78,4.18,2.97
Tax %,-1.96,-74.36,25.84,27.61
Net Profit,0.51,1.37,3.1,2.15
EPS in Rs,15.57,4.96,8.58,5.95
