,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,54.36,56.38,55.92,55.92
FIIs,8.22,8.39,3.16,0.46
DIIs,9.52,9.34,6.68,2.39
Public,27.89,25.89,34.24,41.23
No. of Shareholders,19739.0,47563.0,78882.0,79536.0
