,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,10,10
Reserves,116,117,115,116,118,119,121,128,143,165,243,284,276
Borrowings,201,318,213,225,232,239,202,137,140,79,142,229,343
Other Liabilities,129,49,49,47,41,69,59,78,98,102,177,186,133
Total Liabilities,456,494,386,399,400,438,391,353,392,355,572,708,761
Fixed Assets,91,92,123,124,118,118,114,108,102,100,102,129,130
CWIP,5,16,4,0,1,2,1,0,0,0,5,3,7
Investments,0,0,0,0,0,1,1,2,1,2,3,3,3
Other Assets,360,386,259,274,281,316,275,244,288,254,461,572,620
Total Assets,456,494,386,399,400,438,391,353,392,355,572,708,761
