,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3,1696,1870,2367,2566
Cash from Investing Activity,211,-2148,-3041,-1182,-1468
Cash from Financing Activity,4747,-4197,1777,-1514,-869
Net Cash Flow,4961,-4650,606,-329,229
