,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,192,572,573,604,641,1184,1615,1617,1617,1617,168,168,169.0
Reserves,871,278,-42,-1020,-530,-1006,-1364,-1293,-1225,-864,536,474,257.0
Preference Capital,100,65,65,65,0,0,342,375,412,431,0,0,
Borrowings,2296,2375,2647,2445,925,929,506,519,490,139,119,99,104.0
Other Liabilities,703,549,625,626,307,277,613,650,647,594,138,230,304.0
Total Liabilities,4063,3774,3802,2655,1342,1383,1370,1492,1529,1486,960,972,833.0
Fixed Assets,2488,2934,2946,1941,815,806,803,806,851,388,417,479,346.0
CWIP,0,33,16,0,0,0,0,0,0,0,8,42,0.0
Investments,25,25,25,25,13,0,0,0,0,0,0,2,2.0
Other Assets,1550,781,816,689,515,576,567,685,678,1098,536,449,485.0
Total Assets,4063,3774,3802,2655,1342,1383,1370,1492,1529,1486,960,972,833.0
