,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.87,0.15,-1.06
Cash from Investing Activity,-0.01,0.0,0.0
Cash from Financing Activity,1.02,-0.25,1.96
Net Cash Flow,0.14,-0.09,0.9
