,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.16,70.16,71.08,71.12,71.12,71.12,71.12
DIIs,0.63,0.63,0.63,0.32,0.32,0.32,0.31
Public,29.22,29.22,28.29,28.56,28.56,28.55,28.57
No. of Shareholders,2039.0,2720.0,2875.0,3705.0,4830.0,5418.0,6391.0
