,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,22.21,22.21,22.21,22.21,22.21,22.21,22.21,22.21,22.21,22.21,22.21,22.21,22.21
Reserves,47.15,54.73,55.88,58.38,64.51,81.79,89.86,98.7,102.61,115.81,111.5,173.91,178.49
Borrowings,0.93,0.76,6.09,1.61,1.21,0.22,1.72,0.0,0.0,0.67,0.45,0.18,0.03
Other Liabilities,25.15,42.09,35.5,17.26,14.81,15.12,26.5,20.91,9.88,4.63,6.44,2.31,3.38
Total Liabilities,95.44,119.79,119.68,99.46,102.74,119.34,140.29,141.82,134.7,143.32,140.6,198.61,204.11
Fixed Assets,20.88,19.79,20.44,10.16,7.69,17.14,16.64,15.52,16.12,11.93,12.34,11.91,11.7
CWIP,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,14.65,12.92,12.94,12.94,32.6,30.79,44.28,65.6,37.67,71.19,89.98,137.79,144.21
Other Assets,59.84,87.08,86.3,76.36,62.45,71.41,79.37,60.7,80.91,60.2,38.28,48.91,48.2
Total Assets,95.44,119.79,119.68,99.46,102.74,119.34,140.29,141.82,134.7,143.32,140.6,198.61,204.11
