,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,97,157,157,157,157,157,157,157,157,157,157,157,157.0
Reserves,799,490,20,-781,-3212,-3842,-6469,-6714,-6945,-6878,-6446,-6389,-6318.0
Preference Capital,0,650,650,650,0,0,141,157,174,194,215,239,
Borrowings,4084,3880,3147,2326,114,127,0,0,0,6368,5878,5828,6001.0
Other Liabilities,2490,2736,3351,4298,6468,6877,6804,6867,7052,549,630,662,434.0
Total Liabilities,7470,7263,6676,6000,3528,3320,492,310,265,197,219,258,274.0
Fixed Assets,553,470,381,240,140,99,83,79,79,76,74,51,33.0
CWIP,88,19,23,1,0,0,0,0,0,0,0,0,0.0
Investments,2614,2640,3668,3616,2234,2123,337,184,51,51,0,0,0.0
Other Assets,4215,4134,2604,2144,1153,1097,72,47,135,70,144,207,240.0
Total Assets,7470,7263,6676,6000,3528,3320,492,310,265,197,219,258,274.0
