,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,32.0,18,31,42,33,29
Inventory Days,20.0,18,4,6,2,5
Days Payable,1.0,6,21,34,32,10
Cash Conversion Cycle,50.0,30,14,14,3,24
Working Capital Days,46.0,48,19,13,13,26
ROCE %,,9,11,26,61,49
