,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,101.0,80.0,144.0,147.0,193.0
Expenses,86.0,63.0,116.0,110.0,143.0
Operating Profit,15.0,17.0,29.0,37.0,51.0
OPM %,15.0,21.0,20.0,25.0,26.0
Other Income,1.0,0.0,4.0,9.0,8.0
Interest,2.0,4.0,11.0,16.0,21.0
Depreciation,4.0,5.0,10.0,13.0,17.0
Profit before tax,10.0,9.0,12.0,17.0,21.0
Tax %,-3.0,15.0,28.0,25.0,27.0
Net Profit,10.0,7.0,8.0,12.0,16.0
EPS in Rs,3.17,1.99,2.3,3.39,4.14
