,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,92.42,90.27,97.16,96.44,97.24,81.65,50.06,6.8,-0.23,-0.01,0.00,0.00,0.0
Expenses,84.12,82.69,88.1,89.12,88.48,78.61,55.02,11.84,1.80,1.69,1.55,0.52,0.37
Operating Profit,8.3,7.58,9.06,7.32,8.76,3.04,-4.96,-5.04,-2.03,-1.70,-1.55,-0.52,-0.37
OPM %,8.98,8.4,9.32,7.59,9.01,3.72,-9.91,-74.12,,,,,
Other Income,-0.07,1.44,1.17,2.61,1.09,3.67,3.6,2.46,4.34,-5.60,1.22,-0.28,-0.27
Interest,5.11,5.6,5.59,6.54,5.46,5.29,4.03,1.03,1.94,0.44,0.29,0.23,0.25
Depreciation,1.78,2.06,1.8,1.62,1.38,1.2,1.21,1.01,0.02,0.02,0.02,0.02,0.0
Profit before tax,1.34,1.36,2.84,1.77,3.01,0.22,-6.6,-4.62,0.35,-7.76,-0.64,-1.05,-0.89
Tax %,30.6,16.18,15.85,20.9,22.26,-18.18,0.91,-1.52,0.00,0.00,-18.75,-16.19,
Net Profit,0.93,1.15,2.38,1.4,2.34,0.27,-6.53,-4.68,0.34,-7.76,-0.76,-1.22,-1.09
EPS in Rs,2.69,3.33,6.88,4.05,6.77,0.78,-18.89,-13.54,0.98,-22.45,-2.20,-3.53,-3.16
