,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,1.5,2.04,2.04
Reserves,-0.06,-0.05,0.1,0.77,12.16,13.74
Borrowings,0.26,0.22,0.09,0.0,0.0,0.0
Other Liabilities,0.01,0.01,0.06,0.19,0.11,0.19
Total Liabilities,0.22,0.19,0.26,2.46,14.31,15.97
Fixed Assets,0.1,0.08,0.16,0.11,0.75,1.02
CWIP,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,1.15,1.86,4.64
Other Assets,0.12,0.11,0.1,1.2,11.7,10.31
Total Assets,0.22,0.19,0.26,2.46,14.31,15.97
