,2022-09-01,2023-03-01,2023-09-01
Sales,2.97,1.73,4.79
Expenses,2.25,1.11,3.06
Operating Profit,0.72,0.62,1.73
OPM %,24.24,35.84,36.12
Other Income,0.08,0.22,0.41
Interest,0.0,0.0,0.0
Depreciation,0.02,0.03,0.05
Profit before tax,0.78,0.81,2.09
Tax %,25.64,27.16,23.92
Net Profit,0.59,0.6,1.58
EPS in Rs,0.39,0.29,0.78
