,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,15.21,18.25,0.00,4.97,0.73
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,15.21,18.25,0.00,4.97,0.73
Working Capital Days,91.25,164.25,4.29,3.48,21.99
ROCE %,,10.26,105.26,104.45,19.31
