,2012-03-01,2013-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,125,44,45,32,76,21,43,34,4,-46
Cash from Investing Activity,0,6,6,-5,-10,-209,-132,-25,-152,-304
Cash from Financing Activity,-127,-50,-53,-26,-68,190,92,-10,149,349
Net Cash Flow,-2,0,-1,1,-1,2,3,-1,1,0
