,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,216.18,165.91,88.81,126.21,118.05,150.79,179.21,192.04,151.24,137.47
Inventory Days,31.77,33.33,76.03,14.65,21.63,26.94,37.49,41.12,31.64,9.39
Days Payable,336.47,107.64,97.3,68.28,167.33,79.15,75.76,97.58,51.13,58.64
Cash Conversion Cycle,-88.52,91.6,67.54,72.57,-27.65,98.58,140.94,135.58,131.75,88.22
Working Capital Days,294.8,404.13,316.25,143.59,75.71,171.42,228.68,285.81,385.73,344.73
ROCE %,,8.77,9.28,9.57,9.18,5.88,2.79,0.92,-2.11,2.05
