,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,58.0,58,67,71,62,55,68,50,47
Inventory Days,9.0,11,21,16,29,29,36,22,29
Days Payable,9.0,3,21,20,18,9,12,23,29
Cash Conversion Cycle,57.0,66,67,68,73,75,92,49,46
Working Capital Days,59.0,65,68,68,71,66,89,52,49
ROCE %,,16,19,17,12,9,9,18,17
