,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,23,21,2,-8,64,-26,151,65
Cash from Investing Activity,,-11,-31,-64,-16,-17,-14,-19,-20
Cash from Financing Activity,,-13,21,53,28,-54,42,-121,-45
Net Cash Flow,,-1,11,-9,4,-6,3,11,-1
