,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.88,10.88,10.88,10.88,10.88,10.88,1.09,1.09,1.09,1.09,1.09,1.09,1.09
Reserves,-1.03,1.69,5.28,9.61,8.61,10.8,10.57,11.84,12.94,14.0,14.93,16.74,17.97
Borrowings,0.01,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.33,0.36,0.49,1.38,0.63,0.9,1.51,0.99,0.99,0.92,0.87,0.87,1.32
Total Liabilities,10.19,13.06,16.76,21.87,20.12,22.58,13.17,13.92,15.02,16.01,16.89,18.7,20.38
Fixed Assets,1.53,1.72,1.42,1.04,1.18,1.21,0.93,0.76,0.66,0.59,0.92,0.79,0.72
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,1.95,1.95,1.95,4.8,3.21,9.34,4.77,5.04,5.98,4.31,5.85,6.99,6.97
Other Assets,6.71,9.39,13.39,16.03,15.73,12.03,7.47,8.12,8.38,11.11,10.12,10.92,12.69
Total Assets,10.19,13.06,16.76,21.87,20.12,22.58,13.17,13.92,15.02,16.01,16.89,18.7,20.38
