,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,36.0,17,13,31,13,17
Inventory Days,86.0,96,203,98,119,90
Days Payable,69.0,41,79,35,69,62
Cash Conversion Cycle,53.0,72,136,94,63,45
Working Capital Days,57.0,71,123,83,68,42
ROCE %,,28,11,27,44,15
