,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,88.35,88.35,88.35,88.35,88.35,88.35,88.35,88.35,88.35,81.62
FIIs,2.59,1.66,0.98,1.06,0.81,0.67,0.76,0.65,0.65,1.84
DIIs,2.04,2.67,2.69,2.96,3.09,3.16,3.21,3.14,3.17,4.35
Public,7.02,7.32,7.97,7.63,7.75,7.82,7.66,7.86,7.84,11.78
Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
No. of Shareholders,201743.0,176314.0,181622.0,169129.0,164622.0,164333.0,159043.0,156267.0,146165.0,130019.0
