,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,247,457,-91,1056,1561,1507
Cash from Investing Activity,-118,-567,-420,-499,-1800,-1955
Cash from Financing Activity,-162,112,531,-423,167,431
Net Cash Flow,-33,2,20,134,-72,-17
