,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,2,2,5,5,5,5,8,8,8
Reserves,0,0,1,9,13,17,19,27,30,30
Borrowings,4,4,1,6,6,5,12,19,66,81
Other Liabilities,4,9,20,32,47,44,40,18,37,68
Total Liabilities,9,15,25,52,71,71,76,73,141,188
Fixed Assets,0,2,2,1,1,1,1,1,55,58
CWIP,0,0,0,0,0,0,0,24,1,0
Investments,0,0,0,0,0,0,0,0,0,0
Other Assets,8,13,23,51,70,70,75,48,85,129
Total Assets,9,15,25,52,71,71,76,73,141,188
