,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,44.95,44.95,44.95,44.95,27.5,27.5,27.37,27.37
FIIs,0.51,0.51,0.5,0.5,0.49,0.49,0.49,0.49
DIIs,6.14,6.14,6.12,6.11,6.1,5.76,5.76,5.76
Government,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Public,48.4,48.4,48.38,48.44,65.91,66.25,66.37,66.38
No. of Shareholders,35142.0,34242.0,25455.0,24644.0,23907.0,26226.0,26896.0,26699.0
