,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,49,49,49,49,49,49,49,49,49,49,49,49,49
Reserves,169,190,215,232,250,313,364,343,440,421,556,679,750
Borrowings,0,0,0,0,0,0,0,0,0,73,73,76,80
Other Liabilities,62,60,79,79,94,91,128,170,226,235,217,207,258
Total Liabilities,280,299,343,360,393,453,540,563,715,778,894,1010,1137
Fixed Assets,28,28,33,63,56,62,80,87,158,144,169,165,166
CWIP,0,0,0,0,0,0,0,0,0,0,0,8,1
Investments,184,209,233,232,275,306,332,323,397,362,455,479,572
Other Assets,67,62,77,65,62,85,129,153,161,272,270,358,398
Total Assets,280,299,343,360,393,453,540,563,715,778,894,1010,1137
