,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,13870.0,233.52,183.20,116.63,144.56,323.41,142.45,248.65,169.03,144.54
Inventory Days,,263.84,0.00,,,,,,,
Days Payable,,21.3,,,,,,,,
Cash Conversion Cycle,13870.0,476.07,183.20,116.63,144.56,323.41,142.45,248.65,169.03,144.54
Working Capital Days,119628.75,347.99,221.84,187.15,387.51,583.63,-261.69,100.40,120.33,100.96
ROCE %,,6.61,9.93,62.89,27.00,-2.11,1.92,17.90,8.95,23.24
