,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.86,1.94,0.6,1.99,2.22,1.26,0.91,5.81,6.46,5.63,4.54,5.92,4.14
Expenses,1.22,1.28,0.42,0.8,1.45,0.69,1.62,3.36,3.54,3.86,6.26,5.06,4.93
Operating Profit,0.64,0.66,0.18,1.19,0.77,0.57,-0.71,2.45,2.92,1.77,-1.72,0.86,-0.79
OPM %,34.41,34.02,30.0,59.8,34.68,45.24,-78.02,42.17,45.2,31.44,-37.89,14.53,-19.08
Other Income,0.0,0.0,-0.62,0.0,0.0,0.04,0.01,0.04,0.08,0.07,0.08,0.05,0.01
Interest,0.06,0.03,0.06,0.04,0.04,0.03,0.07,0.04,0.04,0.04,0.17,0.03,0.06
Depreciation,0.03,0.03,0.99,0.26,0.26,0.19,0.37,0.29,0.31,0.31,0.59,0.4,0.39
Profit before tax,0.55,0.6,-1.49,0.89,0.47,0.39,-1.14,2.16,2.65,1.49,-2.4,0.48,-1.23
Tax %,0.0,0.0,-2.01,25.84,25.53,0.0,0.88,0.0,9.43,26.17,22.5,10.42,41.46
Net Profit,0.54,0.59,-1.53,0.66,0.35,0.39,-1.13,2.16,2.39,1.09,-1.86,0.43,-0.72
EPS in Rs,0.3,0.32,-0.84,0.36,0.19,0.21,-0.62,1.18,1.31,0.54,-0.92,0.21,-0.33
