,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
FIIs,23.16,0.58,0.22,0.07,2.06
DIIs,5.61,5.48,5.32,5.09,3.85
Public,71.24,93.95,94.46,94.86,94.11
No. of Shareholders,90020.0,82844.0,96007.0,106297.0,101724.0
