,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,25,25,25,25,34,34
Reserves,24,33,44,69,146,147
Borrowings,41,18,42,33,109,149
Other Liabilities,15,143,83,130,40,46
Total Liabilities,104,219,194,257,328,376
Fixed Assets,2,2,2,6,9,9
CWIP,0,0,0,0,0,0
Investments,6,7,3,3,4,5
Other Assets,95,210,189,248,315,362
Total Assets,104,219,194,257,328,376
