,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,15.0,6,15,18,31
Inventory Days,55.0,13,40,35,20
Days Payable,14.0,38,26,27,5
Cash Conversion Cycle,57.0,-19,28,27,45
Working Capital Days,73.0,24,42,22,50
ROCE %,,24,22,37,21
