,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,10,10.0
Reserves,926,1047,1174,1302,1566,1650,1783,2028,2177,2572,2917,3538,3781.0
Preference Capital,0,0,0,0,0,0,1,1,1,1,1,1,
Borrowings,330,304,239,277,132,73,27,41,356,395,336,354,347.0
Other Liabilities,396,456,518,484,452,474,645,786,752,755,838,1067,1186.0
Total Liabilities,1662,1817,1941,2073,2159,2208,2465,2866,3295,3732,4102,4968,5323.0
Fixed Assets,567,741,707,675,695,700,650,694,1015,1034,983,932,900.0
CWIP,139,16,46,65,49,13,18,14,17,26,42,22,18.0
Investments,325,286,327,273,410,507,924,1232,1251,1554,1844,2669,2730.0
Other Assets,631,773,862,1060,1006,987,872,925,1012,1118,1234,1346,1675.0
Total Assets,1662,1817,1941,2073,2159,2208,2465,2866,3295,3732,4102,4968,5323.0
