,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,66,23,33,34,30,19,47,33,28,51
Inventory Days,,119,35,29,33,82,49,54,72,40,34
Days Payable,,21,6,1,14,4,6,8,4,4,7
Cash Conversion Cycle,,164,52,60,54,108,62,93,101,64,78
Working Capital Days,,217,94,86,82,88,51,68,119,86,90
ROCE %,,10,21,19,17,10,15,5,9,11,6
