,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,58.88,58.69,58.69,58.69,58.69,58.69,58.69,58.69
FIIs,0.13,1.29,0.17,0.58,0.36,1.07,1.4,2.47
DIIs,9.34,2.55,0.09,0.15,0.46,0.01,0.01,0.09
Public,31.65,37.48,41.06,40.58,40.5,40.24,39.89,38.74
No. of Shareholders,38175.0,41686.0,42751.0,37836.0,32807.0,41054.0,43840.0,42947.0
