,2023-03-01,2023-09-01
Equity Capital,3,4
Reserves,28,79
Borrowings,249,54
Other Liabilities,45,47
Total Liabilities,326,184
Fixed Assets,14,15
CWIP,0,0
Investments,0,0
Other Assets,312,170
Total Assets,326,184
