,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.17,0.66,2.38,1.84,3.25
Expenses,2.07,0.85,3.02,1.78,2.77
Operating Profit,0.1,-0.19,-0.64,0.06,0.48
OPM %,4.61,-28.79,-26.89,3.26,14.77
Other Income,-0.0,0.25,0.29,0.05,0.03
Interest,-0.0,-0.0,-0.0,0.01,0.26
Depreciation,-0.0,-0.0,0.07,0.17,0.17
Profit before tax,0.1,0.06,-0.42,-0.07,0.08
Tax %,20.0,-16.67,-2.38,-0.0,
Net Profit,0.08,0.06,-0.44,-0.07,0.09
EPS in Rs,0.47,0.35,-2.57,-0.41,0.52
