,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,205.21,11.06,64.41,323.34
Inventory Days,92.14,31.74,668.23,209.11
Days Payable,194.9,833.15,595.23,353.59
Cash Conversion Cycle,102.44,-790.35,137.41,178.86
Working Capital Days,95.88,-359.47,130.36,343.18
ROCE %,,1.71,-6.62,-0.63
