,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.25,0.25,1.72,1.72,1.72
Reserves,0.25,0.3,2.48,2.41,2.69
Borrowings,1.82,4.09,3.79,6.79,14.54
Other Liabilities,1.05,1.72,1.89,1.28,1.89
Total Liabilities,3.37,6.36,9.88,12.2,20.84
Fixed Assets,0.01,1.17,2.2,3.21,6.62
CWIP,0.0,2.95,3.88,4.15,4.37
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,3.36,2.24,3.8,4.84,9.85
Total Assets,3.37,6.36,9.88,12.2,20.84
